Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.08     0.00        8     0.00     0.00  unsigned int** std::__copy_move_a2<false, unsigned int**, unsigned int**>(unsigned int**, unsigned int**, unsigned int**)
  0.00      2.08     0.00        8     0.00     0.00  unsigned int** std::copy<unsigned int**, unsigned int**>(unsigned int**, unsigned int**, unsigned int**)
  0.00      2.08     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > > const&)
  0.00      2.08     0.00        6     0.00     0.00  std::allocator<std::vector<bool, std::allocator<bool> > >::allocator(std::allocator<std::vector<bool, std::allocator<bool> > > const&)
  0.00      2.08     0.00        6     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data const&)
  0.00      2.08     0.00        6     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      2.08     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::~new_allocator()
  0.00      2.08     0.00        4     0.00     0.00  std::allocator<unsigned int>::~allocator()
  0.00      2.08     0.00        4     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<bool, std::allocator<bool> >*>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*)
  0.00      2.08     0.00        4     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl::~_Vector_impl()
  0.00      2.08     0.00        4     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_deallocate(std::vector<bool, std::allocator<bool> >*, unsigned long)
  0.00      2.08     0.00        4     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::~_Vector_base()
  0.00      2.08     0.00        4     0.00     0.00  std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::~vector()
  0.00      2.08     0.00        4     0.00     0.00  void std::_Destroy<std::vector<bool, std::allocator<bool> >*>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*)
  0.00      2.08     0.00        4     0.00     0.00  void std::_Destroy<std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*, std::allocator<std::vector<bool, std::allocator<bool> > >&)
  0.00      2.08     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<Edge>::~new_allocator()
  0.00      2.08     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::_M_max_size() const
  0.00      2.08     0.00        3     0.00     0.00  std::allocator<Edge>::~allocator()
  0.00      2.08     0.00        3     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Edge*>(Edge*, Edge*)
  0.00      2.08     0.00        3     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::~_Vector_impl()
  0.00      2.08     0.00        3     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::~_Vector_base()
  0.00      2.08     0.00        3     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<bool, std::allocator<bool> > > const&)
  0.00      2.08     0.00        3     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::~vector()
  0.00      2.08     0.00        3     0.00     0.00  void std::_Destroy<Edge*>(Edge*, Edge*)
  0.00      2.08     0.00        3     0.00     0.00  void std::_Destroy<Edge*, Edge>(Edge*, Edge*, std::allocator<Edge>&)
  0.00      2.08     0.00        2     0.00     0.00  Graph::~Graph()
  0.00      2.08     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<Edge>::new_allocator()
  0.00      2.08     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::deallocate(std::vector<bool, std::allocator<bool> >*, unsigned long)
  0.00      2.08     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::allocate(unsigned long, void const*)
  0.00      2.08     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::new_allocator()
  0.00      2.08     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::new_allocator(__gnu_cxx::new_allocator<unsigned int> const&)
  0.00      2.08     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::new_allocator()
  0.00      2.08     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge const* const&)
  0.00      2.08     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::__normal_iterator(std::vector<bool, std::allocator<bool> > const* const&)
  0.00      2.08     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > >::base() const
  0.00      2.08     0.00        2     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_get_Tp_allocator() const
  0.00      2.08     0.00        2     0.00     0.00  std::allocator<Edge>::allocator()
  0.00      2.08     0.00        2     0.00     0.00  std::allocator<std::vector<bool, std::allocator<bool> > >::allocator()
  0.00      2.08     0.00        2     0.00     0.00  std::allocator<unsigned int>::allocator()
  0.00      2.08     0.00        2     0.00     0.00  std::allocator<unsigned int>::allocator(std::allocator<unsigned int> const&)
  0.00      2.08     0.00        2     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::_Vector_impl()
  0.00      2.08     0.00        2     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl_data::_Vector_impl_data()
  0.00      2.08     0.00        2     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base()
  0.00      2.08     0.00        2     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_allocate(unsigned long)
  0.00      2.08     0.00        2     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_create_storage(unsigned long)
  0.00      2.08     0.00        2     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data&)
  0.00      2.08     0.00        2     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&)
  0.00      2.08     0.00        2     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator()
  0.00      2.08     0.00        2     0.00     0.00  std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator()
  0.00      2.08     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<std::vector<bool, std::allocator<bool> > > >::deallocate(std::allocator<std::vector<bool, std::allocator<bool> > >&, std::vector<bool, std::allocator<bool> >*, unsigned long)
  0.00      2.08     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<std::vector<bool, std::allocator<bool> > > >::allocate(std::allocator<std::vector<bool, std::allocator<bool> > >&, unsigned long)
  0.00      2.08     0.00        2     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::vector()
  0.00      2.08     0.00        2     0.00     0.00  std::remove_reference<std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl&>::type&& std::move<std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl&>(std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl&)
  0.00      2.08     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      2.08     0.00        1     0.00     0.00  Graph::Graph(unsigned int)
  0.00      2.08     0.00        1     0.00     0.00  Graph::Graph()
  0.00      2.08     0.00        1     0.00     0.01  Graph::Graph(unsigned int, unsigned int, int)
  0.00      2.08     0.00        1     0.00     0.00  Graph::operator=(Graph&&)
  0.00      2.08     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<Edge>::new_allocator(__gnu_cxx::new_allocator<Edge> const&)
  0.00      2.08     0.00        1     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::vector<bool, std::allocator<bool> > >, std::vector<bool, std::allocator<bool> > >::_S_select_on_copy(std::allocator<std::vector<bool, std::allocator<bool> > > const&)
  0.00      2.08     0.00        1     0.00     0.00  bool __gnu_cxx::operator==<Edge const*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge const*, std::vector<Edge, std::allocator<Edge> > > const&)
  0.00      2.08     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::max_size() const
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::get_allocator() const
  0.00      2.08     0.00        1     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::end() const
  0.00      2.08     0.00        1     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::begin() const
  0.00      2.08     0.00        1     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::empty() const
  0.00      2.08     0.00        1     0.00     0.00  std::vector<Edge, std::allocator<Edge> >::capacity() const
  0.00      2.08     0.00        1     0.00     0.00  std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::end() const
  0.00      2.08     0.00        1     0.00     0.00  std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::begin() const
  0.00      2.08     0.00        1     0.00     0.00  std::allocator<Edge>::allocator(std::allocator<Edge> const&)
  0.00      2.08     0.00        1     0.00     0.00  std::allocator<bool>::allocator()
  0.00      2.08     0.00        1     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl::_Deque_impl()
  0.00      2.08     0.00        1     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl::~_Deque_impl()
  0.00      2.08     0.00        1     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_create_nodes(unsigned int**, unsigned int**)
  0.00      2.08     0.00        1     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl_data::_Deque_impl_data()
  0.00      2.08     0.00        1     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_destroy_nodes(unsigned int**, unsigned int**)
  0.00      2.08     0.00        1     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_initialize_map(unsigned long)
  0.00      2.08     0.00        1     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_base()
  0.00      2.08     0.00        1     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::~_Deque_base()
  0.00      2.08     0.00        1     0.00     0.00  void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl::_Vector_impl(std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl&&)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_impl_data&&)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<Edge, std::allocator<Edge> >::_Vector_base(std::_Vector_base<Edge, std::allocator<Edge> >&&)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl::_Vector_impl()
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base(std::allocator<std::vector<bool, std::allocator<bool> > > const&)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_base()
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl()
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_create_storage(unsigned long)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl_data::_Vector_impl_data()
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&)
  0.00      2.08     0.00        1     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base()
  0.00      2.08     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::vector<bool, std::allocator<bool> > > >::select_on_container_copy_construction(std::allocator<std::vector<bool, std::allocator<bool> > > const&)
